COD_MUNICIPIO;MUNICIPIO;UG;;
25202;Senterada;99035;;
25203;Seu d`Urgell, La;99039;;
25204;Seròs;99031;;
25205;Sidamon;99027;;
25206;Soleràs, El;99030;;
25207;Solsona;99037;;
25208;Soriguera;99036;;
25209;Sort;99036;;
25210;Soses;99031;;
25211;Sudanell;99031;;
25212;Sunyer;99031;;
25215;Talarn;99035;;
25216;Talavera;99032;;
25217;Tàrrega;99029;;
25218;Tarrés;99030;;
25219;Tarroja de Segarra;99032;;
25220;Térmens;99033;;
25221;Tírvia;99036;;
25222;Tiurana;99033;;
25223;Torà;99032;;
25224;Torms, Els;99030;;
25225;Tornabous;99029;;
25226;Torrebesses;99031;;
25227;Torre de Cabdella, La;99035;;
25228;Torrefarrera;99031;;
25230;Torregrossa;99027;;
25231;Torrelameu;99033;;
25232;Torres de Segre;99031;;
25233;Torre-serona;99031;;
25234;Tremp;99035;;
25238;Vallbona de les Monges;99029;;
25239;Valls de Valira, Les;99039;;
25240;Vallfogona de Balaguer;99033;;
25242;Verdú;99029;;
25243;Vielha e Mijaran;99026;;
25244;Vilagrassa;99029;;
25245;Vilaller;99028;;
25247;Vilamòs;99026;;
25248;Vilanova de Bellpuig;99027;;
25249;Vilanova de l`Aguda;99033;;
25250;Vilanova de Meià;99033;;
25251;Vilanova de Segrià;99031;;
25252;Vila-sana;99027;;
25253;Vilosell, El;99030;;
25254;Vilanova de la Barca;99031;;
25255;Vinaixa;99030;;
25901;Vall de Cardós;99036;;
25902;Sant Martí de Riucorb;99029;;
25903;Guingueta d`Àneu, La;99036;;
25904;Castell de Mur;99035;;
25905;Ribera d`Ondara;99032;;
25906;Valls d`Aguilar, Les;99038;;
25907;Torrefeta i Florejacs;99032;;
25908;Fígols i Alinyà;99038;;
25909;Vansa i Fórnols, La;99039;;
25910;Josa i Tuixén;99039;;
25911;Plans de Sió, Els;99032;;
25912;Gimenells i el Pla de la Font;99031;;
25913;Riu de Cerdanya;99005;;
26001;Ábalos;99473;;
26002;Agoncillo;99473;;
26003;Aguilar del Río Alhama;99473;;
26004;Ajamil de Cameros;99473;;
26005;Albelda de Iregua;99473;;
26006;Alberite;99473;;
26007;Alcanadre;99473;;
26008;Aldeanueva de Ebro;99473;;
26009;Alesanco;99473;;
26010;Alesón;99473;;
26011;Alfaro;99473;;
26012;Almarza de Cameros;99473;;
26013;Anguciana;99473;;
26014;Anguiano;99473;;
26015;Arenzana de Abajo;99473;;
26016;Arenzana de Arriba;99473;;
26017;Arnedillo;99473;;
26018;Arnedo;99473;;
26019;Arrúbal;99473;;
26020;Ausejo;99473;;
26021;Autol;99473;;
26022;Azofra;99473;;
26023;Badarán;99473;;
26024;Bañares;99473;;
26025;Baños de Rioja;99473;;
26026;Baños de Río Tobía;99473;;
26027;Berceo;99473;;
26028;Bergasa;99473;;
26029;Bergasillas Bajera;99473;;
26030;Bezares;99473;;
26031;Bobadilla;99473;;
26032;Brieva de Cameros;99473;;
26033;Briñas;99473;;
26034;Briones;99473;;
26035;Cabezón de Cameros;99473;;
26036;Calahorra;99473;;
26037;Camprovín;99473;;
26038;Canales de la Sierra;99473;;
26039;Canillas de Río Tuerto;99473;;
26040;Cañas;99473;;
26041;Cárdenas;99473;;
26042;Casalarreina;99473;;
26043;Castañares de Rioja;99473;;
26044;Castroviejo;99473;;
26045;Cellorigo;99473;;
26046;Cenicero;99473;;
26047;Cervera del Río Alhama;99473;;
26048;Cidamón;99473;;
26049;Cihuri;99473;;
26050;Cirueña;99473;;
26051;Clavijo;99473;;
26052;Cordovín;99473;;
26053;Corera;99473;;
26054;Cornago;99473;;
26055;Corporales;99473;;
26056;Cuzcurrita de Río Tirón;99473;;
26057;Daroca de Rioja;99473;;
26058;Enciso;99473;;
26059;Entrena;99473;;
26060;Estollo;99473;;
26061;Ezcaray;99473;;
26062;Foncea;99473;;
26063;Fonzaleche;99473;;
26064;Fuenmayor;99473;;
26065;Galbárruli;99473;;
26066;Galilea;99473;;
26067;Gallinero de Cameros;99473;;
26068;Gimileo;99473;;
26069;Grañón;99473;;
26070;Grávalos;99473;;
26071;Haro;99473;;
26072;Herce;99473;;
26073;Herramélluri;99473;;
26074;Hervías;99473;;
26075;Hormilla;99473;;
26076;Hormilleja;99473;;
26077;Hornillos de Cameros;99473;;
26078;Hornos de Moncalvillo;99473;;
26079;Huércanos;99473;;
26080;Igea;99473;;
26081;Jalón de Cameros;99473;;
26082;Laguna de Cameros;99473;;
26083;Lagunilla del Jubera;99473;;
26084;Lardero;99473;;
26086;Ledesma de la Cogolla;99473;;
26087;Leiva;99473;;
26088;Leza de Río Leza;99473;;
26089;Logroño;26089;;
26091;Lumbreras;99473;;
26092;Manjarrés;99473;;
26093;Mansilla de la Sierra;99473;;
26094;Manzanares de Rioja;99473;;
26095;Matute;99473;;
26096;Medrano;99473;;
26098;Munilla;99473;;
26099;Murillo de Río Leza;99473;;
26100;Muro de Aguas;99473;;
26101;Muro en Cameros;99473;;
26102;Nájera;99473;;
26103;Nalda;99473;;
26104;Navajún;99473;;
26105;Navarrete;99473;;
26106;Nestares;99473;;
26107;Nieva de Cameros;99473;;
26108;Ocón;99473;;
26109;Ochánduri;99473;;
26110;Ojacastro;99473;;
26111;Ollauri;99473;;
26112;Ortigosa de Cameros;99473;;
26113;Pazuengos;99473;;
26114;Pedroso;99473;;
26115;Pinillos;99473;;
26117;Pradejón;99473;;
26118;Pradillo;99473;;
26119;Préjano;99473;;
26120;Quel;99473;;
26121;Rabanera;99473;;
26122;Rasillo de Cameros, El;99473;;
26123;Redal, El;99473;;
26124;Ribafrecha;99473;;
26125;Rincón de Soto;99473;;
26126;Robres del Castillo;99473;;
26127;Rodezno;99473;;
26128;Sajazarra;99473;;
26129;San Asensio;99473;;
26130;San Millán de la Cogolla;99473;;
26131;San Millán de Yécora;99473;;
26132;San Román de Cameros;99473;;
26134;Santa Coloma;99473;;
26135;Santa Engracia del Jubera;99473;;
26136;Santa Eulalia Bajera;99473;;
26138;Santo Domingo de la Calzada;99473;;
26139;San Torcuato;99473;;
26140;Santurde de Rioja;99473;;
26141;Santurdejo;99473;;
26142;San Vicente de la Sonsierra;99473;;
26143;Sojuela;99473;;
26144;Sorzano;99473;;
26145;Sotés;99473;;
26146;Soto en Cameros;99473;;
26147;Terroba;99473;;
26148;Tirgo;99473;;
26149;Tobía;99473;;
26150;Tormantos;99473;;
26151;Torrecilla en Cameros;99473;;
26152;Torrecilla sobre Alesanco;99473;;
26153;Torre en Cameros;99473;;
26154;Torremontalbo;99473;;
26155;Treviana;99473;;
26157;Tricio;99473;;
26158;Tudelilla;99473;;
26160;Uruñuela;99473;;
26161;Valdemadera;99473;;
26162;Valgañón;99473;;
26163;Ventosa;99473;;
26164;Ventrosa;99473;;
26165;Viguera;99473;;
26166;Villalba de Rioja;99473;;
26167;Villalobar de Rioja;99473;;
26168;Villamediana de Iregua;99473;;
26169;Villanueva de Cameros;99473;;
26170;Villar de Arnedo, El;99473;;
26171;Villar de Torre;99473;;
26172;Villarejo;99473;;
26173;Villarroya;99473;;
26174;Villarta-Quintana;99473;;
26175;Villavelayo;99473;;
26176;Villaverde de Rioja;99473;;
26177;Villoslada de Cameros;99473;;
26178;Viniegra de Abajo;99473;;
26179;Viniegra de Arriba;99473;;
26180;Zarratón;99473;;
26181;Zarzosa;99473;;
26183;Zorraquín;99473;;
27001;Abadín;27001;;
27002;Alfoz;27002;;
27003;Antas de Ulla;27003;;
27004;Baleira;27004;;
27005;Barreiros;27005;;
27006;Becerreá;27006;;
27007;Begonte;27007;;
27008;Bóveda;27008;;
27009;Carballedo;27009;;
27010;Castro de Rei;27010;;
27011;Castroverde;27011;;
27012;Cervantes;27012;;
27013;Cervo;27013;;
27014;Corgo, O;27014;;
27015;Cospeito;27015;;
27016;Chantada;27016;;
27017;Folgoso do Courel;27017;;
27018;Fonsagrada, A;27018;;
27019;Foz;27019;;
27020;Friol;27020;;
27021;Xermade;27021;;
27022;Guitiriz;27022;;
27023;Guntín;27023;;
27024;Incio, O;27024;;
27025;Xove;27025;;
27026;Láncara;27026;;
27027;Lourenzá;27027;;
27028;Lugo;27028;;
27029;Meira;27029;;
27030;Mondoñedo;27030;;
27031;Monforte de Lemos;27031;;
27032;Monterroso;27032;;
27033;Muras;27033;;
27034;Navia de Suarna;27034;;
27035;Negueira de Muñiz;27035;;
27037;Nogais, As;27037;;
27038;Ourol;27038;;
27039;Outeiro de Rei;27039;;
27040;Palas de Rei;27040;;
27041;Pantón;27041;;
27042;Paradela;27042;;
27043;Páramo, O;27043;;
27044;Pastoriza, A;27044;;
27045;Pedrafita do Cebreiro;27045;;
27046;Pol;27046;;
27047;Pobra do Brollón, A;27047;;
27048;Pontenova, A;27048;;
27049;Portomarín;27049;;
27050;Quiroga;27050;;
27051;Ribadeo;27051;;
27052;Ribas de Sil;27052;;
27053;Ribeira de Piquín;27053;;
27054;Riotorto;27054;;
27055;Samos;27055;;
27056;Rábade;27056;;
27057;Sarria;27057;;
27058;Saviñao, O;27058;;
27059;Sober;27059;;
27060;Taboada;27060;;
27061;Trabada;27061;;
27062;Triacastela;27062;;
27063;Valadouro, O;27063;;
27064;Vicedo, O;27064;;
27065;Vilalba;27065;;
27066;Viveiro;27066;;
27901;Baralla;27901;;
27902;Burela;27902;;
28001;Acebeda, La;28001;;
28002;Ajalvir;28002;;
28003;Alameda del Valle;28003;;
28004;Álamo, El;28004;;
28005;Alcalá de Henares;28005;;
28006;Alcobendas;28006;;
28007;Alcorcón;28007;;
28008;Aldea del Fresno;28008;;
28009;Algete;28009;;
28010;Alpedrete;28010;;
28011;Ambite;28011;;
28012;Anchuelo;28012;;
28013;Aranjuez;28013;;
28014;Arganda del Rey;28014;;
28015;Arroyomolinos;28015;;
28016;Atazar, El;28016;;
28017;Batres;28017;;
28018;Becerril de la Sierra;28018;;
28019;Belmonte de Tajo;99405;;
28020;Berzosa del Lozoya;28020;;
28021;Berrueco, El;28021;;
28022;Boadilla del Monte;28022;;
28023;Boalo, El;28023;;
28024;Braojos;28024;;
28025;Brea de Tajo;99405;;
28026;Brunete;28026;;
28027;Buitrago del Lozoya;28027;;
28028;Bustarviejo;28028;;
28029;Cabanillas de la Sierra;28029;;
28030;Cabrera, La;28030;;
28031;Cadalso de los Vidrios;28031;;
28032;Camarma de Esteruelas;28032;;
28033;Campo Real;28033;;
28034;Canencia;28034;;
28035;Carabaña;99405;;
28036;Casarrubuelos;28036;;
28037;Cenicientos;28037;;
28038;Cercedilla;28038;;
28039;Cervera de Buitrago;28039;;
28040;Ciempozuelos;28040;;
28041;Cobeña;28041;;
28042;Colmenar del Arroyo;28042;;
28043;Colmenar de Oreja;28043;;
28044;Colmenarejo;28044;;
28045;Colmenar Viejo;28045;;
28046;Collado Mediano;28046;;
28047;Collado Villalba;28047;;
28048;Corpa;28048;;
28049;Coslada;28049;;
28050;Cubas de la Sagra;28050;;
28051;Chapinería;28051;;
28052;Chinchón;28052;;
28053;Daganzo de Arriba;28053;;
28054;Escorial, El;28054;;
28055;Estremera;99405;;
28056;Fresnedillas de la Oliva;28056;;
28057;Fresno de Torote;28057;;
28058;Fuenlabrada;28058;;
28059;Fuente el Saz de Jarama;28059;;
28060;Fuentidueña de Tajo;99405;;
28061;Galapagar;28061;;
28062;Garganta de los Montes;28062;;
28063;Gargantilla del Lozoya y Pinilla de Buitrago;28063;;
28064;Gascones;28064;;
28065;Getafe;28065;;
28066;Griñón;28066;;
28067;Guadalix de la Sierra;28067;;
28068;Guadarrama;28068;;
28069;Hiruela, La;28069;;
28070;Horcajo de la Sierra-Aoslos;28070;;
28071;Horcajuelo de la Sierra;28071;;
28072;Hoyo de Manzanares;28072;;
28073;Humanes de Madrid;28073;;
28074;Leganés;28074;;
28075;Loeches;28075;;
28076;Lozoya;28076;;
28078;Madarcos;28078;;
28079;Madrid;28079;;
28080;Majadahonda;28080;;
28082;Manzanares el Real;28082;;
28083;Meco;28083;;
28084;Mejorada del Campo;28084;;
28085;Miraflores de la Sierra;28085;;
28086;Molar, El;28086;;
28087;Molinos, Los;28087;;
28088;Montejo de la Sierra;28088;;
28089;Moraleja de Enmedio;28089;;
28090;Moralzarzal;28090;;
28091;Morata de Tajuña;28091;;
28092;Móstoles;28092;;
28093;Navacerrada;28093;;
28094;Navalafuente;28094;;
28095;Navalagamella;28095;;
28096;Navalcarnero;28096;;
28097;Navarredonda y San Mamés;28097;;
28099;Navas del Rey;28099;;
28100;Nuevo Baztán;28100;;
28101;Olmeda de las Fuentes;28101;;
28102;Orusco de Tajuña;99405;;
28104;Paracuellos de Jarama;28104;;
28106;Parla;28106;;
28107;Patones;28107;;
28108;Pedrezuela;28108;;
28109;Pelayos de la Presa;28109;;
28110;Perales de Tajuña;99405;;
28111;Pezuela de las Torres;28111;;
28112;Pinilla del Valle;28112;;
28113;Pinto;28113;;
28114;Piñuécar-Gandullas;28114;;
28115;Pozuelo de Alarcón;28115;;
28116;Pozuelo del Rey;28116;;
28117;Prádena del Rincón;28117;;
28118;Puebla de la Sierra;28118;;
28119;Quijorna;28119;;
28120;Rascafría;28120;;
28121;Redueña;28121;;
28122;Ribatejada;28122;;
28123;Rivas-Vaciamadrid;28123;;
28124;Robledillo de la Jara;28124;;
28125;Robledo de Chavela;28125;;
28126;Robregordo;28126;;
28127;Rozas de Madrid, Las;28127;;
28128;Rozas de Puerto Real;28128;;
28129;San Agustín del Guadalix;28129;;
28130;San Fernando de Henares;28130;;
28131;San Lorenzo de El Escorial;28131;;
28132;San Martín de la Vega;28132;;
28133;San Martín de Valdeiglesias;28133;;
28134;San Sebastián de los Reyes;28134;;
28135;Santa María de la Alameda;28135;;
28136;Santorcaz;28136;;
28137;Santos de la Humosa, Los;28137;;
28138;Serna del Monte, La;28138;;
28140;Serranillos del Valle;28140;;
28141;Sevilla la Nueva;28141;;
28143;Somosierra;28143;;
28144;Soto del Real;28144;;
28145;Talamanca de Jarama;28145;;
28146;Tielmes;99405;;
28147;Titulcia;28147;;
28148;Torrejón de Ardoz;28148;;
28149;Torrejón de la Calzada;28149;;
28150;Torrejón de Velasco;28150;;
28151;Torrelaguna;28151;;
28152;Torrelodones;28152;;
28153;Torremocha de Jarama;28153;;
28154;Torres de la Alameda;28154;;
28155;Valdaracete;99405;;
28156;Valdeavero;28156;;
28157;Valdelaguna;99405;;
28158;Valdemanco;28158;;
28159;Valdemaqueda;28159;;
28160;Valdemorillo;28160;;
28161;Valdemoro;28161;;
28162;Valdeolmos-Alalpardo;28162;;
28163;Valdepiélagos;28163;;
28164;Valdetorres de Jarama;28164;;
28165;Valdilecha;99405;;
28166;Valverde de Alcalá;28166;;
28167;Velilla de San Antonio;28167;;
28168;Vellón, El;28168;;
28169;Venturada;28169;;
28170;Villaconejos;28170;;
28171;Villa del Prado;28171;;
28172;Villalbilla;28172;;
28173;Villamanrique de Tajo;99405;;
28174;Villamanta;28174;;
28175;Villamantilla;28175;;
28176;Villanueva de la Cañada;28176;;
28177;Villanueva del Pardillo;28177;;
28178;Villanueva de Perales;28178;;
28179;Villar del Olmo;28179;;
28180;Villarejo de Salvanés;99405;;
28181;Villaviciosa de Odón;28181;;
28182;Villavieja del Lozoya;28182;;
28183;Zarzalejo;28183;;
28901;Lozoyuela-Navas-Sieteiglesias;28901;;
28902;Puentes Viejas;28902;;
28903;Tres Cantos;28903;;
29001;Alameda;99054;;
29002;Alcaucín;99054;;
29003;Alfarnate;99054;;
29004;Alfarnatejo;99054;;
29005;Algarrobo;99054;;
29006;Algatocín;99054;;
29007;Alhaurín de la Torre;99054;;
29008;Alhaurín el Grande;99054;;
29009;Almáchar;99054;;
29010;Almargen;99054;;
29011;Almogía;99054;;
29012;Álora;99054;;
29013;Alozaina;99054;;
29014;Alpandeire;99054;;
29015;Antequera;99054;;
29016;Árchez;99054;;
29017;Archidona;99054;;
29018;Ardales;99054;;
29019;Arenas;99054;;
29020;Arriate;99054;;
29021;Atajate;99054;;
29022;Benadalid;99054;;
29023;Benahavís;99431;;
29024;Benalauría;99054;;
29025;Benalmádena;29025;;
29026;Benamargosa;99054;;
29027;Benamocarra;99054;;
29028;Benaoján;99054;;
29029;Benarrabá;99054;;
29030;Borge, El;99054;;
29031;Burgo, El;99054;;
29032;Campillos;99054;;
29033;Canillas de Aceituno;99054;;
29034;Canillas de Albaida;99054;;
29035;Cañete la Real;99054;;
29036;Carratraca;99054;;
29037;Cartajima;99054;;
29038;Cártama;99054;;
29039;Casabermeja;99054;;
29040;Casarabonela;99054;;
29041;Casares;99431;;
29042;Coín;99054;;
29043;Colmenar;99054;;
29044;Comares;99054;;
29045;Cómpeta;99054;;
29046;Cortes de la Frontera;99054;;
29047;Cuevas Bajas;99054;;
29048;Cuevas del Becerro;99054;;
29049;Cuevas de San Marcos;99054;;
29050;Cútar;99054;;
29051;Estepona;99431;;
29052;Faraján;99054;;
29053;Frigiliana;99054;;
29054;Fuengirola;99431;;
29055;Fuente de Piedra;99054;;
29056;Gaucín;99054;;
29057;Genalguacil;99054;;
29058;Guaro;99054;;
29059;Humilladero;99054;;
29060;Igualeja;99054;;
29061;Istán;99431;;
29062;Iznate;99054;;
29063;Jimera de Líbar;99054;;
29064;Jubrique;99054;;
29065;Júzcar;99054;;
29066;Macharaviaya;99054;;
29067;Málaga;29067;;
29068;Manilva;99431;;
29069;Marbella;99431;;
29070;Mijas;99431;;
29071;Moclinejo;99054;;
29072;Mollina;99054;;
29073;Monda;99054;;
29074;Montejaque;99054;;
29075;Nerja;99054;;
29076;Ojén;99431;;
29077;Parauta;99054;;
29079;Periana;99054;;
29080;Pizarra;99054;;
29081;Pujerra;99054;;
29082;Rincón de la Victoria;99054;;
29083;Riogordo;99054;;
29084;Ronda;99054;;
29085;Salares;99054;;
29086;Sayalonga;99054;;
29087;Sedella;99054;;
29088;Sierra de Yeguas;99054;;
29089;Teba;99054;;
29090;Tolox;99054;;
29091;Torrox;99054;;
29092;Totalán;99054;;
29093;Valle de Abdalajís;99054;;
29094;Vélez-Málaga;99054;;
29095;Villanueva de Algaidas;99054;;
29096;Villanueva del Rosario;99054;;
29097;Villanueva del Trabuco;99054;;
29098;Villanueva de Tapia;99054;;
29099;Viñuela;99054;;
29100;Yunquera;99054;;
29901;Torremolinos;99431;;
29902;Villanueva de la Concepción;99054;;
29903;Montecorto;99054;;
29904;Serrato;99054;;
30001;Abanilla;30001;;
30002;Abarán;30002;;
30003;Águilas;30003;;
30004;Albudeite;30004;;
30005;Alcantarilla;30005;;
30006;Aledo;30006;;
30007;Alguazas;30007;;
30008;Alhama de Murcia;30008;;
30009;Archena;30009;;
30010;Beniel;30010;;
30011;Blanca;30011;;
30012;Bullas;30012;;
30013;Calasparra;30013;;
30014;Campos del Río;30014;;
30015;Caravaca de la Cruz;30015;;
30016;Cartagena;30016;;
30017;Cehegín;30017;;
30018;Ceutí;30018;;
30019;Cieza;30019;;
30020;Fortuna **;30020;;
30021;Fuente Álamo de Murcia;30021;;
30022;Jumilla;30022;;
30023;Librilla;30023;;
30024;Lorca;30024;;
30025;Lorquí;30025;;
30026;Mazarrón;30026;;
30027;Molina de Segura;30027;;
30028;Moratalla;30028;;
30029;Mula;30029;;
30030;Murcia;30030;;
30031;Ojós;30031;;
30032;Pliego;30032;;
30033;Puerto Lumbreras;30033;;
30034;Ricote;30034;;
30035;San Javier;30035;;
30036;San Pedro del Pinatar;30036;;
30037;Torre-Pacheco;30037;;
30038;Torres de Cotillas, Las;30038;;
30039;Totana;30039;;
30040;Ulea;30040;;
30041;Unión, La;30041;;
30042;Villanueva del Río Segura;30042;;
30043;Yecla;30043;;
30901;Santomera;30901;;
30902;Alcázares, Los;30902;;
31001;Abáigar;99463;;
31002;Abárzuza/Abartzuza;99463;;
31003;Abaurregaina/Abaurrea Alta;99465;;
31004;Abaurrepea/Abaurrea Baja;99465;;
31005;Aberin;99463;;
31006;Ablitas;99459;;
31007;Adiós;99458;;
31008;Aguilar de Codés;99463;;
31009;Aibar/Oibar;99467;;
31010;Altsasu/Alsasua;99461;;
31011;Allín/Allin;99463;;
31012;Allo;99463;;
31013;Améscoa Baja;99463;;
31014;Ancín/Antzin;99463;;
31015;Andosilla;99463;;
31016;Ansoáin/Antsoain;99458;;
31017;Anue;99458;;
31018;Añorbe;99458;;
31019;Aoiz/Agoitz;31019;;
31020;Araitz;31020;;
31021;Aranarache/Aranaratxe;99463;;
31022;Arantza;99460;;
31023;Aranguren;99458;;
31024;Arano;31024;;
31025;Arakil;99461;;
31026;Aras;99463;;
31027;Arbizu;99461;;
31028;Arce/Artzi;31028;;
31029;Arcos, Los;99463;;
31030;Arellano;99463;;
31031;Areso;31031;;
31032;Arguedas;99459;;
31033;Aria;99465;;
31034;Aribe;99465;;
31035;Armañanzas;99463;;
31036;Arróniz;99463;;
31037;Arruazu;99461;;
31038;Artajona;99469;;
31039;Artazu;99469;;
31040;Atez;99458;;
31041;Ayegui/Aiegi;99463;;
31042;Azagra;99464;;
31043;Azuelo;99463;;
31044;Bakaiku;99461;;
31045;Barásoain;99462;;
31046;Barbarin;99463;;
31047;Bargota;99463;;
31048;Barillas;99459;;
31049;Basaburua;99458;;
31050;Baztan;31050;;
31051;Beire;99462;;
31052;Belascoáin;99458;;
31053;Berbinzana;99469;;
31054;Bertizarana;99468;;
31055;Betelu;31055;;
31056;Biurrun-Olcoz;99458;;
31057;Buñuel;99459;;
31058;Auritz/Burguete;99465;;
31059;Burgui/Burgi;99466;;
31060;Burlada/Burlata;99458;;
31061;Busto, El;99463;;
31062;Cabanillas;99459;;
31063;Cabredo;31063;;
31064;Cadreita;99464;;
31065;Caparroso;99464;;
31066;Cárcar;99463;;
31067;Carcastillo;99462;;
31068;Cascante;99459;;
31069;Cáseda;99467;;
31070;Castejón;99459;;
31071;Castillonuevo;99466;;
31072;Cintruénigo;99459;;
31073;Ziordia;99461;;
31074;Cirauqui/Zirauki;99469;;
31075;Ciriza/Ziritza;99458;;
31076;Cizur;99458;;
31077;Corella;99459;;
31078;Cortes;99459;;
31079;Desojo;99463;;
31080;Dicastillo;99463;;
31081;Donamaria;99468;;
31082;Etxalar;99460;;
31083;Echarri;99458;;
31084;Etxarri-Aranatz;99461;;
31085;Etxauri;99458;;
31086;Egüés;99458;;
31087;Elgorriaga;99468;;
31088;Noáin (Valle de Elorz)/Noain (Elortzibar);99458;;
31089;Enériz/Eneritz;99458;;
31090;Eratsun;99468;;
31091;Ergoiena;99461;;
31092;Erro;99465;;
31093;Ezcároz/Ezkaroze;99466;;
31094;Eslava;99467;;
31095;Esparza de Salazar/Espartza Zaraitzu;99466;;
31096;Espronceda;99463;;
31097;Estella-Lizarra;99463;;
31098;Esteribar;99458;;
31099;Etayo;99463;;
31100;Eulate;99463;;
31101;Ezcabarte;99458;;
31102;Ezkurra;99468;;
31103;Ezprogui;99467;;
31104;Falces;99464;;
31105;Fitero;99459;;
31106;Fontellas;99459;;
31107;Funes;99464;;
31108;Fustiñana;99459;;
31109;Galar;99458;;
31110;Gallipienzo/Galipentzu;99467;;
31111;Gallués/Galoze;99466;;
31112;Garaioa;99465;;
31113;Garde;99466;;
31114;Garínoain;99462;;
31115;Garralda;99465;;
31116;Genevilla;31116;;
31117;Goizueta;31117;;
31118;Goñi;99458;;
31119;Güesa/Gorza;99466;;
31120;Guesálaz/Gesalatz;99469;;
31121;Guirguillano;99469;;
31122;Huarte/Uharte;99458;;
31123;Uharte-Arakil;99461;;
31124;Ibargoiti;99458;;
31125;Igúzquiza;99463;;
31126;Imotz;99458;;
31127;Irañeta;99461;;
31128;Isaba/Izaba;99466;;
31129;Ituren;99468;;
31130;Iturmendi;99461;;
31131;Iza/Itza;99458;;
31132;Izagaondoa;31132;;
31133;Izalzu/Itzaltzu;99466;;
31134;Jaurrieta;99466;;
31135;Javier;99467;;
31136;Juslapeña;99458;;
31137;Beintza-Labaien;99468;;
31138;Lakuntza;99461;;
31139;Lana;99463;;
31140;Lantz;99458;;
31141;Lapoblación;31141;;
31142;Larraga;99469;;
31143;Larraona;99463;;
31144;Larraun;31144;;
31145;Lazagurría;99463;;
31146;Leache;99467;;
31147;Legarda;99458;;
31148;Legaria;99463;;
31149;Leitza;31149;;
31150;Leoz/Leotz;99462;;
31151;Lerga;99467;;
31152;Lerín;99463;;
31153;Lesaka;99460;;
31154;Lezáun;99463;;
31155;Liédena;99467;;
31156;Lizoáin-Arriasgoiti;31156;;
31157;Lodosa;99463;;
31158;Lónguida/Longida;31158;;
31159;Lumbier;99467;;
31160;Luquin;99463;;
31161;Mañeru;99469;;
31162;Marañón;31162;;
31163;Marcilla;99464;;
31164;Mélida;99462;;
31165;Mendavia;99463;;
31166;Mendaza;99463;;
31167;Mendigorría;99469;;
31168;Metauten;99463;;
31169;Milagro;99464;;
31170;Mirafuentes;99463;;
31171;Miranda de Arga;99469;;
31172;Monreal/Elo;99458;;
31173;Monteagudo;99459;;
31174;Morentin;99463;;
31175;Mues;99463;;
31176;Murchante;99459;;
31177;Murieta;99463;;
31178;Murillo el Cuende;99463;;
31179;Murillo el Fruto;99463;;
31180;Muruzábal;99458;;
31181;Navascués/Nabaskoze;99466;;
31182;Nazar;99463;;
31183;Obanos;99469;;
31184;Oco;99463;;
31185;Ochagavía/Otsagabia;99466;;
31186;Odieta;99458;;
31187;Oitz;99468;;
31188;Olaibar;99458;;
31189;Olazti/Olazagutía;99461;;
31190;Olejua;99463;;
31191;Olite/Erriberri;99462;;
31192;Olóriz/Oloritz;99462;;
31193;Cendea de Olza/Oltza Zendea;99458;;
31194;Ollo;99458;;
31195;Orbaizeta;99465;;
31196;Orbara;99465;;
31197;Orísoain;99462;;
31198;Oronz/Orontze;99466;;
31199;Oroz-Betelu/Orotz-Betelu;99465;;
31200;Oteiza;99463;;
31201;Pamplona/Iruña;99458;;
31202;Peralta/Azkoien;99464;;
31203;Petilla de Aragón;99467;;
31204;Piedramillera;99463;;
31205;Pitillas;99462;;
31206;Puente la Reina/Gares;99469;;
31207;Pueyo;99462;;
31208;Ribaforada;99459;;
31209;Romanzado;99467;;
31210;Roncal/Erronkari;99466;;
31211;Orreaga/Roncesvalles;99465;;
31212;Sada;99467;;
31213;Saldías;99468;;
31214;Salinas de Oro/Jaitz;99469;;
31215;San Adrián;99464;;
31216;Sangüesa/Zangoza;99467;;
31217;San Martín de Unx;99462;;
31219;Sansol;99463;;
31220;Santacara;99462;;
31221;Doneztebe/Santesteban;99468;;
31222;Sarriés/Sartze;99466;;
31223;Sartaguda;99463;;
31224;Sesma;99463;;
31225;Sorlada;99463;;
31226;Sunbilla;99468;;
31227;Tafalla;99462;;
31228;Tiebas-Muruarte de Reta;99458;;
31229;Tirapu;99458;;
31230;Torralba del Río;99463;;
31231;Torres del Río;99463;;
31232;Tudela;99459;;
31233;Tulebras;99459;;
31234;Ucar;99458;;
31235;Ujué;99462;;
31236;Ultzama;99458;;
31237;Unciti;31237;;
31238;Unzué/Untzue;99462;;
31239;Urdazubi/Urdax;31239;;
31240;Urdiain;99461;;
31241;Urraul Alto;31241;;
31242;Urraul Bajo;31242;;
31243;Urroz-Villa;99468;;
31244;Urrotz;31244;;
31245;Urzainqui/Urzainki;99466;;
31246;Uterga;99458;;
31247;Uztárroz/Uztarroze;99466;;
31248;Luzaide/Valcarlos;31248;;
31249;Valtierra;99459;;
31250;Bera;99460;;
31251;Viana;99463;;
31252;Vidángoz/Bidankoze;99466;;
31253;Bidaurreta;99458;;
31254;Villafranca;99464;;
31255;Villamayor de Monjardín;99463;;
31256;Hiriberri/Villanueva de Aezkoa;99465;;
31257;Villatuerta;99463;;
31258;Villava/Atarrabia;99458;;
31259;Igantzi;99460;;
31260;Valle de Yerri/Deierri;99463;;
31261;Yesa;99467;;
