MUNICIPIO;COD_PROVINCIA;COD_MUNICIPIO;COD_CCAA;NUM_CONTENEDORES; HABITANTES ;
Cabeza de Béjar, La;37;37063;7;2; 60 ;
Cabeza del Caballo;37;37065;7;3; 279 ;
Cabrerizos;37;37067;7;23; 4.254 ;
Cabrillas;37;37068;7;3; 371 ;
Calvarrasa de Abajo;37;37069;7;7; 1.166 ;
Calvarrasa de Arriba;37;37070;7;3; 573 ;
Calzada de Béjar, La;37;37071;7;1; 91 ;
Calzada de Don Diego;37;37072;7;1; 153 ;
Calzada de Valdunciel;37;37073;7;5; 690 ;
Campillo de Azaba;37;37074;7;2; 155 ;
Campo de Peñaranda, El;37;37077;7;2; 256 ;
Candelario;37;37078;7;6; 860 ;
Canillas de Abajo;37;37079;7;2; 77 ;
Cantagallo;37;37080;7;1; 265 ;
Cantalapiedra;37;37081;7;9; 950 ;
Cantalpino;37;37082;7;8; 833 ;
Cantaracillo;37;37083;7;2; 191 ;
Carbajosa de la Sagrada;37;37085;7;31; 7.251 ;
Carpio de Azaba;37;37086;7;2; 113 ;
Carrascal de Barregas;37;37087;7;7; 1.231 ;
Carrascal del Obispo;37;37088;7;2; 206 ;
Casafranca;37;37089;7;1; 64 ;
Casas del Conde, Las;37;37090;7;1; 59 ;
Casillas de Flores;37;37091;7;5; 184 ;
Castellanos de Moriscos;37;37092;7;11; 2.724 ;
Castillejo de Martín Viejo;37;37096;7;3; 211 ;
Castraz;37;37097;7;2; 41 ;
Cepeda;37;37098;7;3; 293 ;
Cereceda de la Sierra;37;37099;7;1; 66 ;
Cerezal de Peñahorcada;37;37100;7;1; 71 ;
Cerralbo;37;37101;7;2; 139 ;
Cerro, El;37;37102;7;2; 399 ;
Cespedosa de Tormes;37;37103;7;6; 488 ;
Cilleros de la Bastida;37;37104;7;1; 21 ;
Cipérez;37;37106;7;3; 261 ;
Ciudad Rodrigo;37;37107;7;81; 12.261 ;
Coca de Alba;37;37108;7;2; 104 ;
Colmenar de Montemayor;37;37109;7;1; 186 ;
Cordovilla;37;37110;7;1; 112 ;
Cristóbal;37;37112;7;2; 158 ;
Cubo de Don Sancho, El;37;37113;7;2; 432 ;
Chagarcía Medianero;37;37114;7;2; 73 ;
Dios le Guarde;37;37115;7;2; 114 ;
Doñinos de Ledesma;37;37116;7;2; 68 ;
Doñinos de Salamanca;37;37117;7;12; 2.172 ;
Ejeme;37;37118;7;2; 124 ;
Encina, La;37;37119;7;2; 104 ;
Encina de San Silvestre;37;37120;7;1; 111 ;
Encinas de Abajo;37;37121;7;5; 605 ;
Encinas de Arriba;37;37122;7;2; 235 ;
Encinasola de los Comendadores;37;37123;7;2; 160 ;
Endrinal;37;37124;7;4; 210 ;
Escurial de la Sierra;37;37125;7;3; 241 ;
Espadaña;37;37126;7;1; 32 ;
Espeja;37;37127;7;6; 225 ;
Espino de la Orbada;37;37128;7;1; 250 ;
Florida de Liébana;37;37129;7;2; 251 ;
Forfoleda;37;37130;7;1; 190 ;
Frades de la Sierra;37;37131;7;4; 177 ;
Fregeneda, La;37;37132;7;3; 329 ;
Fresnedoso;37;37133;7;1; 104 ;
Fresno Alhándiga;37;37134;7;4; 205 ;
Fuente de San Esteban, La;37;37135;7;21; 1.285 ;
Fuenteguinaldo;37;37136;7;8; 678 ;
Fuenteliante;37;37137;7;1; 94 ;
Fuenterroble de Salvatierra;37;37138;7;3; 270 ;
Fuentes de Béjar;37;37139;7;2; 212 ;
Fuentes de Oñoro;37;37140;7;11; 1.136 ;
Gajates;37;37141;7;2; 157 ;
Galindo y Perahuy;37;37142;7;5; 653 ;
Galinduste;37;37143;7;4; 428 ;
Galisancho;37;37144;7;3; 361 ;
Gallegos de Argañán;37;37145;7;4; 264 ;
Gallegos de Solmirón;37;37146;7;3; 112 ;
Garcibuey;37;37147;7;2; 191 ;
Garcihernández;37;37148;7;5; 437 ;
Garcirrey;37;37149;7;1; 62 ;
Gejuelo del Barro;37;37150;7;1; 35 ;
Golpejas;37;37151;7;2; 155 ;
Gomecello;37;37152;7;2; 430 ;
Guadramiro;37;37154;7;1; 137 ;
Guijo de Ávila;37;37155;7;3; 75 ;
Guijuelo;37;37156;7;21; 5.616 ;
Herguijuela de Ciudad Rodrigo;37;37157;7;4; 70 ;
Herguijuela de la Sierra;37;37158;7;3; 244 ;
Herguijuela del Campo;37;37159;7;2; 74 ;
Hinojosa de Duero;37;37160;7;3; 636 ;
Horcajo de Montemayor;37;37161;7;2; 129 ;
Horcajo Medianero;37;37162;7;3; 221 ;
Hoya, La;37;37163;7;1; 37 ;
Huerta;37;37164;7;5; 288 ;
Iruelos;37;37165;7;1; 33 ;
Ituero de Azaba;37;37166;7;2; 210 ;
Juzbado;37;37167;7;2; 198 ;
Lagunilla;37;37168;7;3; 441 ;
Larrodrigo;37;37169;7;2; 182 ;
Ledesma;37;37170;7;11; 1.547 ;
Ledrada;37;37171;7;4; 477 ;
Linares de Riofrío;37;37172;7;10; 944 ;
Lumbrales;37;37173;7;11; 1.571 ;
Macotera;37;37174;7;7; 1.019 ;
Machacón;37;37175;7;12; 446 ;
Madroñal;37;37176;7;1; 142 ;
Maíllo, El;37;37177;7;2; 245 ;
Malpartida;37;37178;7;1; 96 ;
Mancera de Abajo;37;37179;7;2; 205 ;
Manzano, El;37;37180;7;1; 70 ;
Martiago;37;37181;7;3; 263 ;
Martinamor;37;37182;7;9; 79 ;
Martín de Yeltes;37;37183;7;3; 407 ;
Masueco;37;37184;7;2; 285 ;
Castellanos de Villiquera;37;37185;7;6; 628 ;
Mata de Ledesma, La;37;37186;7;1; 92 ;
Matilla de los Caños del Río;37;37187;7;3; 623 ;
Maya, La;37;37188;7;1; 163 ;
Membribe de la Sierra;37;37189;7;2; 112 ;
Mieza;37;37190;7;4; 198 ;
Milano, El;37;37191;7;1; 101 ;
Miranda de Azán;37;37192;7;3; 440 ;
Miranda del Castañar;37;37193;7;3; 385 ;
Mogarraz;37;37194;7;4; 268 ;
Molinillo;37;37195;7;1; 39 ;
Monforte de la Sierra;37;37196;7;1; 65 ;
Monleón;37;37197;7;1; 93 ;
Monleras;37;37198;7;2; 226 ;
Monsagro;37;37199;7;0; 138 ;
Montejo;37;37200;7;2; 205 ;
Montemayor del Río;37;37201;7;3; 263 ;
Monterrubio de Armuña;37;37202;7;11; 1.326 ;
Monterrubio de la Sierra;37;37203;7;2; 151 ;
Morasverdes;37;37204;7;3; 252 ;
Morille;37;37205;7;2; 226 ;
Moríñigo;37;37206;7;2; 96 ;
Moriscos;37;37207;7;5; 459 ;
Moronta;37;37208;7;2; 72 ;
Mozárbez;37;37209;7;7; 507 ;
Narros de Matalayegua;37;37211;7;6; 212 ;
Navacarros;37;37212;7;3; 119 ;
Nava de Béjar;37;37213;7;3; 86 ;
Nava de Francia;37;37214;7;3; 123 ;
Nava de Sotrobal;37;37215;7;2; 155 ;
Navales;37;37216;7;2; 317 ;
Navalmoral de Béjar;37;37217;7;1; 59 ;
Navamorales;37;37218;7;2; 52 ;
Navarredonda de la Rinconada;37;37219;7;2; 168 ;
Navasfrías;37;37221;7;9; 422 ;
Negrilla de Palencia;37;37222;7;1; 83 ;
Olmedo de Camaces;37;37223;7;1; 113 ;
Orbada, La;37;37224;7;2; 197 ;
Pajares de la Laguna;37;37225;7;2; 106 ;
Palacios del Arzobispo;37;37226;7;1; 168 ;
Palaciosrubios;37;37228;7;5; 333 ;
Palencia de Negrilla;37;37229;7;1; 155 ;
Parada de Arriba;37;37230;7;1; 252 ;
Parada de Rubiales;37;37231;7;4; 247 ;
Paradinas de San Juan;37;37232;7;4; 383 ;
Pastores;37;37233;7;2; 56 ;
Payo, El;37;37234;7;3; 324 ;
Pedraza de Alba;37;37235;7;1; 231 ;
Pedrosillo de Alba;37;37236;7;3; 132 ;
Pedrosillo de los Aires;37;37237;7;3; 346 ;
Pedrosillo el Ralo;37;37238;7;3; 131 ;
Pedroso de la Armuña, El;37;37239;7;3; 210 ;
Pelabravo;37;37240;7;11; 1.210 ;
Pelarrodríguez;37;37241;7;2; 172 ;
Pelayos;37;37242;7;1; 81 ;
Peña, La;37;37243;7;1; 88 ;
Peñacaballera;37;37244;7;1; 141 ;
Peñaparda;37;37245;7;5; 344 ;
Peñaranda de Bracamonte;37;37246;7;48; 6.161 ;
Peñarandilla;37;37247;7;2; 181 ;
Peralejos de Abajo;37;37248;7;2; 163 ;
Peralejos de Arriba;37;37249;7;2; 36 ;
Pereña de la Ribera;37;37250;7;2; 332 ;
Peromingo;37;37251;7;1; 117 ;
Pinedas;37;37252;7;1; 105 ;
Pino de Tormes, El;37;37253;7;1; 157 ;
Pitiegua;37;37254;7;2; 187 ;
Pizarral;37;37255;7;2; 49 ;
Poveda de las Cintas;37;37256;7;2; 199 ;
Pozos de Hinojo;37;37257;7;2; 52 ;
Puebla de Azaba;37;37258;7;4; 154 ;
Puebla de San Medel;37;37259;7;1; 37 ;
Puebla de Yeltes;37;37260;7;2; 148 ;
Puente del Congosto;37;37261;7;4; 221 ;
Puertas;37;37262;7;1; 79 ;
Puerto de Béjar;37;37263;7;1; 373 ;
Puerto Seguro;37;37264;7;2; 59 ;
Rágama;37;37265;7;2; 213 ;
Redonda, La;37;37266;7;1; 71 ;
Retortillo;37;37267;7;1; 186 ;
Rinconada de la Sierra, La;37;37268;7;1; 105 ;
Robleda;37;37269;7;9; 471 ;
Robliza de Cojos;37;37270;7;3; 202 ;
Rollán;37;37271;7;2; 364 ;
Saelices el Chico;37;37272;7;3; 151 ;
Sagrada, La;37;37273;7;3; 94 ;
Salamanca;37;37274;7;503; 144.825 ;
Saldeana;37;37275;7;1; 99 ;
Salmoral;37;37276;7;2; 125 ;
Salvatierra de Tormes;37;37277;7;2; 74 ;
San Cristóbal de la Cuesta;37;37278;7;4; 1.031 ;
Sancti-Spíritus;37;37279;7;5; 782 ;
Sanchón de la Ribera;37;37280;7;3; 76 ;
Sanchón de la Sagrada;37;37281;7;1; 39 ;
Sanchotello;37;37282;7;1; 227 ;
Sando;37;37283;7;2; 124 ;
San Esteban de la Sierra;37;37284;7;3; 345 ;
San Felices de los Gallegos;37;37285;7;4; 377 ;
San Martín del Castañar;37;37286;7;2; 225 ;
San Miguel de Valero;37;37287;7;4; 318 ;
San Morales;37;37288;7;2; 345 ;
San Muñoz;37;37289;7;1; 216 ;
San Pedro del Valle;37;37290;7;1; 142 ;
San Pedro de Rozados;37;37291;7;2; 281 ;
San Pelayo de Guareña;37;37292;7;1; 91 ;
Santa María de Sando;37;37293;7;3; 100 ;
Santa Marta de Tormes;37;37294;7;82; 14.730 ;
Santiago de la Puebla;37;37296;7;7; 309 ;
Santibáñez de Béjar;37;37297;7;4; 456 ;
Santibáñez de la Sierra;37;37298;7;2; 173 ;
Santiz;37;37299;7;1; 253 ;
Santos, Los;37;37300;7;5; 605 ;
Sardón de los Frailes;37;37301;7;1; 94 ;
Saucelle;37;37302;7;3; 280 ;
Sahugo, El;37;37303;7;3; 183 ;
Sepulcro-Hilario;37;37304;7;3; 164 ;
Sequeros;37;37305;7;4; 232 ;
Serradilla del Arroyo;37;37306;7;4; 251 ;
Serradilla del Llano;37;37307;7;2; 153 ;
Sierpe, La;37;37309;7;1; 40 ;
Sieteiglesias de Tormes;37;37310;7;4; 193 ;
Sobradillo;37;37311;7;2; 203 ;
Sorihuela;37;37312;7;4; 253 ;
Sotoserrano;37;37313;7;2; 557 ;
Tabera de Abajo;37;37314;7;1; 103 ;
Tala, La;37;37315;7;2; 84 ;
Tamames;37;37316;7;12; 784 ;
Tarazona de Guareña;37;37317;7;2; 302 ;
Tardáguila;37;37318;7;1; 201 ;
Tejado, El;37;37319;7;4; 86 ;
Tejeda y Segoyuela;37;37320;7;2; 89 ;
Tenebrón;37;37321;7;1; 137 ;
Terradillos;37;37322;7;13; 3.041 ;
Topas;37;37323;7;2; 521 ;
Tordillos;37;37324;7;5; 340 ;
Tornadizo, El;37;37325;7;3; 94 ;
Torresmenudas;37;37327;7;1; 187 ;
Trabanca;37;37328;7;3; 177 ;
Tremedal de Tormes;37;37329;7;1; 41 ;
Valdecarros;37;37330;7;4; 337 ;
Valdefuentes de Sangusín;37;37331;7;3; 189 ;
Valdehijaderos;37;37332;7;1; 73 ;
Valdelacasa;37;37333;7;3; 216 ;
Valdelageve;37;37334;7;0; 67 ;
Valdelosa;37;37335;7;2; 406 ;
Valdemierque;37;37336;7;1; 64 ;
Valderrodrigo;37;37337;7;1; 144 ;
Valdunciel;37;37338;7;2; 95 ;
Valero;37;37339;7;2; 302 ;
Valsalabroso;37;37340;7;2; 141 ;
Valverde de Valdelacasa;37;37341;7;1; 65 ;
Valverdón;37;37342;7;2; 280 ;
Vallejera de Riofrío;37;37343;7;2; 72 ;
Vecinos;37;37344;7;4; 242 ;
Vega de Tirados;37;37345;7;2; 170 ;
Veguillas, Las;37;37346;7;3; 283 ;
Vellés, La;37;37347;7;5; 522 ;
Ventosa del Río Almar;37;37348;7;3; 105 ;
Vídola, La;37;37349;7;2; 104 ;
Vilvestre;37;37350;7;2; 428 ;
Villaflores;37;37351;7;2; 271 ;
Villagonzalo de Tormes;37;37352;7;5; 227 ;
Villalba de los Llanos;37;37353;7;1; 129 ;
Villamayor;37;37354;7;48; 7.212 ;
Villanueva del Conde;37;37355;7;2; 163 ;
Villar de Argañán;37;37356;7;3; 91 ;
Villar de Ciervo;37;37357;7;3; 264 ;
Villar de Gallimazo;37;37358;7;2; 202 ;
Villar de la Yegua;37;37359;7;4; 174 ;
Villar de Peralonso;37;37360;7;1; 217 ;
Villar de Samaniego;37;37361;7;2; 88 ;
Villares de la Reina;37;37362;7;24; 6.369 ;
Villares de Yeltes;37;37363;7;2; 109 ;
Villarino de los Aires;37;37364;7;5; 792 ;
Villarmayor;37;37365;7;1; 178 ;
Villarmuerto;37;37366;7;2; 39 ;
Villasbuenas;37;37367;7;2; 183 ;
Villasdardo;37;37368;7;1; 22 ;
Villaseco de los Gamitos;37;37369;7;4; 136 ;
Villaseco de los Reyes;37;37370;7;1; 331 ;
Villasrubias;37;37371;7;5; 256 ;
Villaverde de Guareña;37;37372;7;1; 144 ;
Villavieja de Yeltes;37;37373;7;3; 748 ;
Villoria;37;37374;7;12; 1.345 ;
Villoruela;37;37375;7;5; 763 ;
Vitigudino;37;37376;7;14; 2.445 ;
Yecla de Yeltes;37;37377;7;2; 230 ;
Zamarra;37;37378;7;2; 85 ;
Zamayón;37;37379;7;1; 195 ;
Zarapicos;37;37380;7;1; 55 ;
Zarza de Pumareda, La;37;37381;7;2; 142 ;
Zorita de la Frontera;37;37382;7;2; 160 ;
Abajas;9;09001;7;1; 31 ;
Adrada de Haza;9;09003;7;0; 203 ;
Aguas Cándidas;9;09006;7;5; 56 ;
Aguilar de Bureba;9;09007;7;1; 57 ;
Albillos;9;09009;7;0; 210 ;
Alcocero de Mola;9;09010;7;2; 32 ;
Alfoz de Bricia;9;09011;7;0; 70 ;
Alfoz de Santa Gadea;9;09012;7;0; 104 ;
Altable;9;09013;7;2; 46 ;
Altos, Los;9;09014;7;0; 184 ;
Ameyugo;9;09016;7;7; 113 ;
Anguix;9;09017;7;0; 155 ;
Aranda de Duero;9;09018;7;167; 33.187 ;
Arandilla;9;09019;7;2; 162 ;
Arauzo de Miel;9;09020;7;0; 306 ;
Arauzo de Salce;9;09021;7;0; 54 ;
Arauzo de Torre;9;09022;7;0; 77 ;
Arcos;9;09023;7;0; 1.775 ;
Arenillas de Riopisuerga;9;09024;7;2; 174 ;
Arija;9;09025;7;0; 121 ;
Arlanzón;9;09026;7;10; 407 ;
Arraya de Oca;9;09027;7;2; 47 ;
Atapuerca;9;09029;7;5; 166 ;
Ausines, Los;9;09030;7;4; 133 ;
Avellanosa de Muñó;9;09032;7;0; 106 ;
Bahabón de Esgueva;9;09033;7;0; 79 ;
Balbases, Los;9;09034;7;5; 319 ;
Baños de Valdearados;9;09035;7;11; 333 ;
Bañuelos de Bureba;9;09036;7;1; 35 ;
Barbadillo de Herreros;9;09037;7;0; 109 ;
Barbadillo del Mercado;9;09038;7;0; 140 ;
Barbadillo del Pez;9;09039;7;0; 63 ;
Barrio de Muñó;9;09041;7;3; 31 ;
Barrios de Bureba, Los;9;09043;7;9; 179 ;
Barrios de Colina;9;09044;7;3; 55 ;
Basconcillos del Tozo;9;09045;7;0; 295 ;
Bascuñana;9;09046;7;2; 23 ;
Belbimbre;9;09047;7;2; 57 ;
Belorado;9;09048;7;26; 1.780 ;
Berberana;9;09050;7;0; 60 ;
Berlangas de Roa;9;09051;7;0; 183 ;
Berzosa de Bureba;9;09052;7;1; 29 ;
Bozoó;9;09054;7;3; 97 ;
Brazacorta;9;09055;7;1; 54 ;
Briviesca;9;09056;7;42; 6.582 ;
Bugedo;9;09057;7;4; 187 ;
Buniel;9;09058;7;0; 563 ;
Burgos;9;09059;7;574; 176.418 ;
Busto de Bureba;9;09060;7;2; 133 ;
Cabañes de Esgueva;9;09061;7;0; 160 ;
Cabezón de la Sierra;9;09062;7;0; 40 ;
Cavia;9;09063;7;0; 238 ;
Caleruega;9;09064;7;4; 420 ;
Campillo de Aranda;9;09065;7;2; 179 ;
Campolara;9;09066;7;0; 57 ;
Canicosa de la Sierra;9;09067;7;5; 433 ;
Cantabrana;9;09068;7;1; 25 ;
Carazo;9;09070;7;0; 30 ;
Carcedo de Bureba;9;09071;7;3; 40 ;
Carcedo de Burgos;9;09072;7;0; 424 ;
Cardeñadijo;9;09073;7;0; 1.369 ;
Cardeñajimeno;9;09074;7;0; 1.136 ;
Cardeñuela Riopico;9;09075;7;3; 115 ;
Carrias;9;09076;7;1; 25 ;
Cascajares de Bureba;9;09077;7;1; 30 ;
Cascajares de la Sierra;9;09078;7;0; 33 ;
Castellanos de Castro;9;09079;7;2; 50 ;
Castildelgado;9;09082;7;4; 36 ;
Castil de Peones;9;09083;7;1; 25 ;
Castrillo de la Reina;9;09084;7;3; 176 ;
Castrillo de la Vega;9;09085;7;0; 650 ;
Castrillo del Val;9;09086;7;0; 793 ;
Castrillo de Riopisuerga;9;09088;7;2; 60 ;
Castrillo Matajudíos;9;09090;7;2; 50 ;
Castrojeriz;9;09091;7;9; 782 ;
Cayuela;9;09093;7;0; 183 ;
Cebrecos;9;09094;7;2; 52 ;
Celada del Camino;9;09095;7;0; 115 ;
Cerezo de Río Tirón;9;09098;7;9; 541 ;
Cerratón de Juarros;9;09100;7;3; 55 ;
Ciadoncha;9;09101;7;2; 80 ;
Cillaperlata;9;09102;7;0; 31 ;
Cilleruelo de Abajo;9;09103;7;0; 210 ;
Cilleruelo de Arriba;9;09104;7;1; 47 ;
Ciruelos de Cervera;9;09105;7;3; 97 ;
Cogollos;9;09108;7;0; 570 ;
Condado de Treviño;9;09109;7;43; 1.363 ;
Contreras;9;09110;7;0; 80 ;
Coruña del Conde;9;09112;7;1; 107 ;
Covarrubias;9;09113;7;0; 541 ;
Cubillo del Campo;9;09114;7;0; 99 ;
Cubo de Bureba;9;09115;7;2; 95 ;
Cueva de Roa, La;9;09117;7;0; 120 ;
Cuevas de San Clemente;9;09119;7;0; 41 ;
Encío;9;09120;7;2; 44 ;
Espinosa de Cervera;9;09122;7;2; 91 ;
Espinosa del Camino;9;09123;7;1; 42 ;
Espinosa de los Monteros;9;09124;7;21; 1.651 ;
Estépar;9;09125;7;0; 596 ;
Fontioso;9;09127;7;0; 57 ;
Frandovínez;9;09128;7;0; 86 ;
Fresneda de la Sierra Tirón;9;09129;7;2; 94 ;
Fresneña;9;09130;7;3; 68 ;
Fresnillo de las Dueñas;9;09131;7;9; 677 ;
Fresno de Río Tirón;9;09132;7;4; 184 ;
Fresno de Rodilla;9;09133;7;1; 44 ;
Frías;9;09134;7;0; 247 ;
Fuentebureba;9;09135;7;4; 47 ;
Fuentecén;9;09136;7;0; 217 ;
Fuentelcésped;9;09137;7;4; 252 ;
Fuentelisendo;9;09138;7;0; 92 ;
Fuentemolinos;9;09139;7;0; 100 ;
Fuentenebro;9;09140;7;2; 131 ;
Fuentespina;9;09141;7;11; 785 ;
Galbarros;9;09143;7;0; 30 ;
Gallega, La;9;09144;7;0; 45 ;
Grijalba;9;09148;7;1; 112 ;
Grisaleña;9;09149;7;1; 49 ;
Gumiel de Izán;9;09151;7;0; 561 ;
Gumiel de Mercado;9;09152;7;0; 359 ;
Hacinas;9;09154;7;0; 144 ;
Haza;9;09155;7;0; 30 ;
Hontanas;9;09159;7;2; 74 ;
Hontangas;9;09160;7;0; 87 ;
Hontoria de la Cantera;9;09162;7;0; 145 ;
Hontoria del Pinar;9;09163;7;0; 650 ;
Hontoria de Valdearados;9;09164;7;4; 175 ;
Hormazas, Las;9;09166;7;2; 96 ;
Hornillos del Camino;9;09167;7;0; 59 ;
Horra, La;9;09168;7;0; 335 ;
Hortigüela;9;09169;7;0; 105 ;
Hoyales de Roa;9;09170;7;0; 234 ;
Huérmeces;9;09172;7;6; 161 ;
Huerta de Arriba;9;09173;7;0; 125 ;
Huerta de Rey;9;09174;7;0; 901 ;
Humada;9;09175;7;9; 118 ;
Hurones;9;09176;7;1; 62 ;
Ibeas de Juarros;9;09177;7;27; 1.405 ;
Ibrillos;9;09178;7;2; 39 ;
Iglesiarrubia;9;09179;7;0; 39 ;
Iglesias;9;09180;7;0; 143 ;
Isar;9;09181;7;0; 287 ;
Itero del Castillo;9;09182;7;2; 80 ;
Jaramillo de la Fuente;9;09183;7;0; 42 ;
Jaramillo Quemado;9;09184;7;0; 10 ;
Junta de Traslaloma;9;09189;7;0; 128 ;
Junta de Villalba de Losa;9;09190;7;0; 87 ;
Jurisdicción de Lara;9;09191;7;0; 31 ;
Jurisdicción de San Zadornil;9;09192;7;0; 57 ;
Lerma;9;09194;7;39; 2.537 ;
Llano de Bureba;9;09195;7;3; 57 ;
Madrigal del Monte;9;09196;7;0; 147 ;
Madrigalejo del Monte;9;09197;7;0; 174 ;
Mahamud;9;09198;7;2; 100 ;
Mambrilla de Castrejón;9;09199;7;0; 104 ;
Mambrillas de Lara;9;09200;7;0; 45 ;
Mamolar;9;09201;7;0; 27 ;
Manciles;9;09202;7;1; 20 ;
Mazuela;9;09206;7;2; 55 ;
Mecerreyes;9;09208;7;0; 193 ;
Medina de Pomar;9;09209;7;158; 5.734 ;
Melgar de Fernamental;9;09211;7;14; 1.548 ;
Merindad de Cuesta-Urria;9;09213;7;0; 291 ;
Merindad de Montija;9;09214;7;0; 707 ;
Merindad de Sotoscueva;9;09215;7;66; 396 ;
Merindad de Valdeporres;9;09216;7;0; 412 ;
Merindad de Valdivielso;9;09217;7;23; 380 ;
Milagros;9;09218;7;5; 434 ;
Miranda de Ebro;9;09219;7;148; 35.760 ;
Miraveche;9;09220;7;4; 70 ;
Modúbar de la Emparedada;9;09221;7;0; 710 ;
Monasterio de la Sierra;9;09223;7;0; 43 ;
Monasterio de Rodilla;9;09224;7;7; 165 ;
Moncalvillo;9;09225;7;0; 81 ;
Monterrubio de la Demanda;9;09226;7;0; 56 ;
Montorio;9;09227;7;3; 142 ;
Moradillo de Roa;9;09228;7;6; 171 ;
Nava de Roa;9;09229;7;0; 220 ;
Navas de Bureba;9;09230;7;1; 33 ;
Nebreda;9;09231;7;1; 57 ;
Neila;9;09232;7;10; 153 ;
Olmedillo de Roa;9;09235;7;0; 191 ;
Olmillos de Muñó;9;09236;7;1; 37 ;
Oña;9;09238;7;32; 1.003 ;
Oquillas;9;09239;7;1; 54 ;
Orbaneja Riopico;9;09241;7;4; 339 ;
Padilla de Abajo;9;09242;7;1; 80 ;
Padilla de Arriba;9;09243;7;4; 79 ;
Padrones de Bureba;9;09244;7;1; 46 ;
Palacios de la Sierra;9;09246;7;20; 701 ;
Palacios de Riopisuerga;9;09247;7;0; 24 ;
Palazuelos de la Sierra;9;09248;7;2; 85 ;
Palazuelos de Muñó;9;09249;7;1; 50 ;
Pampliega;9;09250;7;3; 298 ;
Pancorbo;9;09251;7;12; 429 ;
Pardilla;9;09253;7;2; 118 ;
Partido de la Sierra en Tobalina;9;09255;7;0; 83 ;
Pedrosa de Duero;9;09256;7;0; 500 ;
Pedrosa del Páramo;9;09257;7;1; 89 ;
Pedrosa del Príncipe;9;09258;7;4; 169 ;
Pedrosa de Río Úrbel;9;09259;7;9; 248 ;
Peñaranda de Duero;9;09261;7;4; 516 ;
Peral de Arlanza;9;09262;7;3; 172 ;
Piérnigas;9;09265;7;1; 48 ;
Pineda de la Sierra;9;09266;7;2; 98 ;
Pineda Trasmonte;9;09267;7;2; 121 ;
Pinilla de los Barruecos;9;09268;7;0; 92 ;
Pinilla de los Moros;9;09269;7;0; 37 ;
Pinilla Trasmonte;9;09270;7;4; 168 ;
Poza de la Sal;9;09272;7;11; 274 ;
Prádanos de Bureba;9;09273;7;1; 52 ;
Pradoluengo;9;09274;7;17; 1.151 ;
Presencio;9;09275;7;4; 184 ;
Puebla de Arganzón, La;9;09276;7;11; 502 ;
Puentedura;9;09277;7;0; 109 ;
Quemada;9;09279;7;2; 250 ;
Quintanabureba;9;09280;7;1; 23 ;
Quintana del Pidio;9;09281;7;4; 156 ;
Quintanaélez;9;09283;7;1; 44 ;
Quintanaortuño;9;09287;7;2; 261 ;
Quintanapalla;9;09288;7;1; 110 ;
Quintanar de la Sierra;9;09289;7;33; 1.603 ;
Quintanavides;9;09292;7;2; 74 ;
Quintanilla de la Mata;9;09294;7;0; 110 ;
Quintanilla del Coco;9;09295;7;1; 54 ;
Quintanillas, Las;9;09297;7;0; 362 ;
Quintanilla San García;9;09298;7;1; 79 ;
Quintanilla Vivar;9;09301;7;7; 820 ;
Rabanera del Pinar;9;09302;7;0; 102 ;
Rábanos;9;09303;7;3; 80 ;
Rabé de las Calzadas;9;09304;7;0; 229 ;
Rebolledo de la Torre;9;09306;7;1; 106 ;
Redecilla del Camino;9;09307;7;2; 103 ;
Redecilla del Campo;9;09308;7;1; 66 ;
Regumiel de la Sierra;9;09309;7;4; 334 ;
Reinoso;9;09310;7;1; 15 ;
Retuerta;9;09311;7;0; 62 ;
Revilla y Ahedo, La;9;09312;7;0; 100 ;
Revilla del Campo;9;09314;7;1; 100 ;
Revillarruz;9;09315;7;0; 523 ;
Revilla Vallejera;9;09316;7;4; 104 ;
Rezmondo;9;09317;7;1; 21 ;
Riocavado de la Sierra;9;09318;7;0; 55 ;
Roa;9;09321;7;117; 2.167 ;
Rojas;9;09323;7;5; 63 ;
Royuela de Río Franco;9;09325;7;5; 174 ;
Rubena;9;09326;7;3; 191 ;
Rublacedo de Abajo;9;09327;7;2; 30 ;
Rucandio;9;09328;7;6; 69 ;
Salas de Bureba;9;09329;7;4; 131 ;
Salas de los Infantes;9;09330;7;108; 1.987 ;
Saldaña de Burgos;9;09332;7;0; 180 ;
Salinillas de Bureba;9;09334;7;1; 54 ;
San Adrián de Juarros;9;09335;7;4; 85 ;
San Juan del Monte;9;09337;7;5; 149 ;
San Mamés de Burgos;9;09338;7;0; 287 ;
San Martín de Rubiales;9;09339;7;0; 150 ;
San Millán de Lara;9;09340;7;0; 72 ;
Santa Cecilia;9;09343;7;0; 98 ;
Santa Cruz de la Salceda;9;09345;7;3; 140 ;
Santa Cruz del Valle Urbión;9;09346;7;4; 99 ;
Santa Gadea del Cid;9;09347;7;6; 153 ;
Santa Inés;9;09348;7;0; 139 ;
Santa María del Campo;9;09350;7;3; 517 ;
Santa María del Invierno;9;09351;7;1; 63 ;
Santa María del Mercadillo;9;09352;7;2; 101 ;
Santa María Rivarredonda;9;09353;7;5; 92 ;
Santa Olalla de Bureba;9;09354;7;1; 37 ;
Santibáñez de Esgueva;9;09355;7;0; 79 ;
Santibáñez del Val;9;09356;7;2; 47 ;
Santo Domingo de Silos;9;09358;7;11; 273 ;
San Vicente del Valle;9;09360;7;2; 27 ;
